teams,value
"[4174, 4143, 4646, 5847, 4663, 111, 3928, 3061]",519
"[4143, 5847, 4174, 111, 3928, 4646, 2530, 2220]",519
"[5847, 4646, 4143, 3928, 4174, 2220, 3061, 695]",517
"[4174, 4143, 5847, 4646, 111, 4663, 3061, 3928]",514
"[4143, 5847, 4646, 4174, 3928, 2220, 3061, 4663]",511
"[4143, 4174, 5847, 4646, 4663, 695, 3928, 3061]",511
"[5847, 4143, 4646, 3928, 4174, 695, 3061, 2530]",510
"[5847, 4646, 4143, 4174, 111, 3061, 2220, 3928]",509
"[4143, 5847, 4646, 3928, 4174, 2220, 111, 3061]",508
"[4143, 4174, 4646, 5847, 3061, 3928, 4663, 695]",508
"[4646, 5847, 4143, 4174, 111, 2220, 3061, 3928]",504
"[4143, 5847, 4646, 4174, 3928, 111, 4663, 2530]",503
"[5847, 4143, 4646, 3928, 4174, 695, 3061, 111]",502
"[4143, 4174, 5847, 111, 3928, 4646, 3061, 2220]",501
"[4143, 4174, 5847, 111, 4646, 3928, 3061, 2530]",501
"[4143, 4174, 5847, 4646, 3928, 3061, 4663, 111]",501
"[4174, 4143, 5847, 4646, 111, 3928, 4663, 3061]",501
"[5847, 4143, 4646, 4174, 3061, 111, 695, 3928]",500
"[4143, 4174, 4646, 5847, 3928, 3061, 4663, 695]",500
"[4174, 4143, 5847, 111, 4646, 3928, 3061, 695]",498
"[4143, 5847, 4646, 4174, 3928, 111, 2530, 4663]",497
"[5847, 4143, 4646, 111, 4174, 3928, 695, 2530]",497
"[4143, 4646, 5847, 4174, 3928, 2220, 3061, 2530]",495
"[4143, 5847, 4646, 4174, 3928, 2220, 2530, 3061]",494
"[4174, 4143, 4646, 5847, 4663, 695, 111, 2220]",493
"[4143, 5847, 4174, 4646, 3928, 111, 4663, 695]",493
"[4646, 5847, 4143, 3928, 4174, 2530, 695, 3061]",492
"[5847, 4646, 4143, 4174, 3061, 695, 3928, 2220]",492
"[4143, 4174, 5847, 4646, 3928, 4663, 2530, 3061]",491
"[4143, 4174, 4646, 5847, 3928, 111, 2530, 3061]",490
"[4143, 5847, 4646, 4174, 3928, 2530, 111, 4663]",490
"[4143, 4174, 5847, 111, 4646, 3061, 4663, 3928]",488
"[4646, 4143, 5847, 3928, 4174, 3061, 111, 2530]",487
"[4143, 4646, 5847, 3928, 4174, 2530, 3061, 695]",487
"[4174, 4143, 4646, 5847, 111, 3928, 4663, 3061]",487
"[4143, 5847, 4174, 3928, 4646, 111, 3061, 2530]",486
"[4646, 5847, 4143, 3928, 4174, 3061, 111, 695]",485
"[4174, 4143, 5847, 4646, 111, 3061, 695, 3928]",482
"[4143, 5847, 4174, 4646, 4663, 3928, 695, 3061]",482
"[4143, 5847, 4646, 3928, 4174, 2530, 111, 3061]",482
"[5847, 4646, 4143, 4174, 111, 2220, 3061, 3928]",481
"[4174, 4143, 5847, 111, 4646, 3928, 4663, 3061]",480
"[4143, 5847, 4174, 4646, 3928, 3061, 4663, 695]",478
"[4143, 4174, 5847, 4646, 3928, 111, 4663, 2530]",478
"[4174, 4143, 4646, 5847, 4663, 695, 3061, 111]",477
"[4143, 4174, 4646, 5847, 3928, 2530, 4663, 3061]",477
"[4174, 4143, 5847, 111, 4646, 3061, 4663, 695]",476
"[5847, 4646, 4143, 3928, 4174, 111, 2220, 695]",474
"[4143, 4174, 4646, 5847, 3928, 4663, 695, 111]",473
"[5847, 4646, 4143, 3928, 4174, 3061, 2220, 2530]",471
"[4143, 5847, 4174, 111, 4646, 3928, 2530, 4663]",470
"[4174, 4143, 5847, 4646, 4663, 695, 111, 2220]",470
"[4174, 4646, 4143, 5847, 695, 111, 3061, 3928]",469
"[4174, 4143, 4646, 5847, 4663, 3061, 3928, 695]",468
"[4646, 4143, 5847, 3928, 4174, 111, 3061, 695]",467
"[4143, 5847, 4646, 4174, 3928, 2220, 3061, 111]",465
"[4646, 5847, 4143, 3928, 4174, 695, 2220, 111]",464
"[5847, 4646, 4143, 3928, 4174, 2530, 695, 3061]",464
"[4143, 5847, 4646, 4174, 3928, 2220, 111, 2530]",462
"[4143, 5847, 4646, 4174, 3061, 3928, 695, 2220]",462
"[4143, 5847, 4646, 3928, 4174, 2220, 3061, 2530]",462
"[4646, 5847, 4143, 4174, 3928, 111, 3061, 695]",458
"[4646, 5847, 4143, 4174, 3061, 2220, 3928, 695]",458
"[5847, 4143, 4646, 111, 4174, 3928, 2220, 2530]",456
"[4143, 5847, 4646, 4174, 3928, 3061, 2220, 2530]",455
"[5847, 4646, 4143, 3928, 695, 4174, 111, 3061]",455
"[4143, 5847, 4646, 4174, 3928, 2530, 111, 2220]",455
"[5847, 4143, 4646, 3928, 4174, 2220, 3061, 2530]",455
"[4143, 4646, 5847, 4174, 3061, 111, 3928, 695]",454
"[4646, 4143, 5847, 3928, 4174, 111, 2220, 3061]",454
"[4174, 4143, 5847, 4646, 2220, 111, 3928, 3061]",453
"[5847, 4143, 4646, 4174, 111, 3928, 695, 3061]",452
"[4143, 5847, 4174, 4646, 3928, 3061, 111, 4663]",451
"[5847, 4646, 4143, 4174, 3061, 3928, 695, 111]",450
"[4143, 4646, 5847, 4174, 3928, 4663, 695, 2220]",447
"[4174, 4143, 5847, 111, 4646, 4663, 695, 2220]",445
"[4174, 4143, 5847, 4646, 111, 2220, 3928, 3061]",445
"[4143, 4174, 5847, 4646, 3928, 2530, 3061, 4663]",444
"[4143, 5847, 4174, 4646, 111, 3061, 2220, 3928]",444
"[4143, 5847, 4646, 4174, 3928, 2530, 2220, 3061]",443
"[4646, 5847, 4143, 4174, 2220, 111, 3061, 3928]",442
"[4143, 4174, 5847, 111, 4646, 4663, 3928, 3061]",442
"[5847, 4143, 4646, 4174, 111, 2220, 695, 3928]",441
"[4143, 5847, 4646, 3928, 4174, 2530, 3061, 111]",441
"[4143, 4174, 5847, 4646, 4663, 695, 3061, 111]",440
"[4143, 4646, 5847, 4174, 3928, 2530, 4663, 3061]",439
"[4143, 4646, 5847, 4174, 3928, 3061, 2530, 695]",439
"[4143, 5847, 4174, 3928, 4646, 111, 3061, 4663]",437
"[4143, 4174, 5847, 4646, 111, 2220, 3928, 3061]",436
"[4143, 4174, 5847, 111, 4646, 3061, 2220, 3928]",435
"[5847, 4143, 4646, 3928, 4174, 3061, 2530, 111]",435
"[4143, 4646, 5847, 4174, 3928, 111, 3061, 2220]",435
"[5847, 4646, 4143, 4174, 2220, 111, 3061, 3928]",435
"[4174, 4143, 5847, 4646, 4663, 3061, 3928, 695]",434
"[4143, 4174, 5847, 4646, 111, 3061, 4663, 3928]",433
"[4646, 4143, 5847, 3928, 4174, 2530, 111, 3061]",431
"[4174, 4143, 5847, 4646, 111, 3061, 4663, 695]",430
"[4646, 5847, 4143, 4174, 695, 3061, 3928, 4663]",430
"[5847, 4646, 4143, 3928, 4174, 2530, 2220, 3061]",429
"[4143, 4174, 4646, 5847, 4663, 695, 111, 3061]",428
"[5847, 4143, 4646, 111, 4174, 3928, 3061, 2220]",428
"[4646, 4174, 5847, 4143, 695, 111, 3061, 3928]",426
"[4174, 4143, 5847, 4646, 3928, 3061, 4663, 695]",426
"[4174, 4143, 5847, 4646, 4663, 695, 2220, 111]",425
"[4143, 5847, 4646, 4174, 111, 2220, 3061, 3928]",425
"[4174, 4143, 4646, 5847, 111, 3061, 3928, 695]",423
"[4174, 4143, 5847, 4646, 111, 695, 3928, 3061]",422
"[4143, 4646, 4174, 5847, 3928, 111, 4663, 3061]",422
"[4143, 5847, 4174, 4646, 3928, 2220, 111, 3061]",422
"[4143, 5847, 4646, 4174, 3928, 695, 2530, 3061]",421
"[4143, 4174, 5847, 111, 4646, 3061, 3928, 695]",418
"[4143, 5847, 4174, 111, 3928, 4646, 695, 2530]",418
"[4143, 4174, 5847, 4646, 111, 3061, 4663, 695]",418
"[4143, 4174, 5847, 4646, 111, 3061, 695, 3928]",417
"[4143, 4174, 4646, 5847, 4663, 3928, 695, 2220]",415
"[5847, 4143, 4174, 4646, 3061, 111, 3928, 695]",414
"[4143, 5847, 4646, 4174, 111, 3061, 695, 3928]",414
"[4143, 4174, 5847, 4646, 111, 3061, 3928, 695]",414
"[4174, 4143, 5847, 111, 4663, 4646, 695, 3928]",414
"[4143, 5847, 4174, 4646, 111, 695, 3061, 3928]",413
"[4143, 4646, 5847, 3928, 4174, 3061, 111, 2530]",413
"[5847, 4646, 4143, 3928, 4174, 695, 3061, 111]",413
"[4143, 4174, 5847, 111, 4646, 3061, 4663, 695]",411
"[5847, 4646, 4143, 3928, 4174, 111, 2220, 2530]",411
"[4646, 4143, 5847, 3928, 4174, 2220, 3061, 2530]",411
"[4143, 4174, 5847, 111, 4646, 3928, 2530, 3061]",411
"[5847, 4143, 4646, 4174, 111, 3061, 2220, 695]",409
"[4143, 5847, 4646, 4174, 3928, 111, 2220, 4663]",409
"[4143, 4646, 5847, 4174, 3928, 111, 2220, 2530]",409
"[4174, 4143, 5847, 4646, 3061, 4663, 695, 3928]",408
"[4143, 4646, 5847, 4174, 3928, 4663, 3061, 2530]",408
"[5847, 4143, 4646, 3928, 4174, 695, 111, 2530]",407
"[4143, 4646, 5847, 4174, 3928, 2530, 3061, 695]",405
"[4174, 4143, 5847, 4646, 3061, 111, 3928, 695]",405
"[4646, 4143, 5847, 4174, 111, 2220, 3928, 3061]",405
"[5847, 4646, 4143, 4174, 695, 3928, 3061, 4663]",404
"[4143, 5847, 4174, 4646, 3928, 4663, 695, 2530]",403
"[4143, 4174, 5847, 4646, 3928, 2530, 4663, 3061]",402
"[5847, 4143, 4646, 3928, 4174, 695, 2530, 3061]",401
"[4646, 4143, 5847, 4174, 3061, 111, 3928, 695]",401
"[4143, 5847, 4646, 4174, 3928, 4663, 2530, 3061]",401
"[5847, 4143, 4646, 4174, 695, 3061, 111, 3928]",400
"[4143, 4174, 4646, 5847, 3928, 4663, 695, 3061]",400
"[4646, 5847, 4143, 4174, 3061, 3928, 695, 111]",400
"[4174, 4143, 5847, 111, 4646, 4663, 3061, 695]",400
"[4143, 5847, 4174, 4646, 3928, 111, 2220, 3061]",399
"[4143, 5847, 4174, 4646, 3061, 111, 3928, 695]",398
"[4143, 5847, 4646, 4174, 3928, 3061, 4663, 111]",398
"[4143, 4174, 5847, 4646, 3928, 4663, 3061, 695]",397
"[4143, 5847, 4646, 4174, 3928, 111, 2220, 695]",397
"[4174, 4143, 5847, 111, 4646, 2220, 3061, 4663]",397
"[5847, 4143, 4646, 4174, 111, 3928, 3061, 2530]",397
"[4143, 5847, 4174, 111, 4646, 3928, 3061, 2220]",397
"[5847, 4143, 4646, 3061, 4174, 111, 3928, 695]",397
"[4143, 5847, 4646, 3928, 4174, 3061, 2530, 111]",397
"[4143, 5847, 4646, 4174, 3928, 695, 3061, 2530]",396
"[4646, 5847, 4143, 695, 3928, 4174, 111, 3061]",396
"[4143, 4174, 5847, 4646, 111, 3928, 3061, 695]",396
"[4174, 4646, 4143, 5847, 695, 111, 3928, 3061]",396
"[4143, 4646, 4174, 5847, 3928, 3061, 111, 2530]",394
"[4646, 5847, 4143, 3928, 4174, 2530, 2220, 3061]",392
"[4646, 5847, 4143, 4174, 111, 3061, 3928, 2530]",392
"[4143, 5847, 4174, 3928, 4646, 4663, 695, 111]",391
"[4646, 5847, 4143, 3928, 695, 4174, 3061, 2530]",390
"[4143, 4174, 5847, 4646, 2220, 111, 3928, 3061]",389
"[4143, 5847, 4646, 4174, 3061, 3928, 111, 695]",389
"[4143, 5847, 4646, 4174, 3928, 695, 111, 3061]",389
"[4646, 4143, 5847, 4174, 3061, 3928, 695, 2220]",388
"[4174, 4143, 5847, 4646, 4663, 695, 2220, 3061]",388
"[4174, 4143, 5847, 111, 4663, 4646, 695, 2220]",388
"[4174, 4143, 4646, 5847, 3061, 111, 4663, 3928]",388
"[5847, 4646, 4143, 4174, 111, 695, 3061, 3928]",387
"[4143, 5847, 4174, 4646, 3928, 3061, 4663, 2530]",387
"[4143, 4646, 5847, 4174, 3928, 3061, 4663, 695]",386
"[4646, 5847, 4143, 4174, 3928, 695, 3061, 2530]",385
"[4143, 4646, 5847, 4174, 4663, 3928, 695, 3061]",385
"[5847, 4646, 4143, 4174, 111, 3928, 695, 3061]",384
"[5847, 4143, 4646, 4174, 3928, 3061, 695, 2220]",383
"[5847, 4646, 4143, 3928, 4174, 3061, 2220, 695]",382
"[4174, 4143, 5847, 111, 4646, 3061, 695, 3928]",381
"[4143, 4174, 5847, 111, 4646, 4663, 695, 3928]",379
"[5847, 4646, 4143, 3928, 2530, 4174, 3061, 695]",378
"[5847, 4143, 4646, 4174, 111, 695, 2220, 3061]",377
"[4174, 4143, 4646, 5847, 111, 3061, 2220, 3928]",376
"[4143, 4174, 5847, 4646, 3928, 111, 2530, 3061]",375
"[5847, 4646, 4143, 4174, 3928, 2530, 3061, 111]",375
"[4143, 5847, 4646, 4174, 3928, 3061, 695, 2220]",375
"[4174, 4143, 4646, 5847, 2220, 4663, 3928, 3061]",374
"[5847, 4646, 4143, 4174, 3061, 695, 3928, 111]",374
"[4143, 4646, 5847, 4174, 3928, 111, 4663, 2530]",374
"[4143, 5847, 4646, 111, 3928, 4174, 695, 2220]",373
"[4143, 5847, 4174, 4646, 3928, 3061, 4663, 111]",373
"[4143, 4646, 4174, 5847, 3928, 3061, 4663, 2530]",371
"[4174, 4143, 4646, 5847, 2220, 3928, 3061, 4663]",370
"[5847, 4646, 4143, 3928, 4174, 2220, 3061, 111]",370
"[5847, 4143, 4646, 3928, 4174, 111, 2220, 2530]",370
"[4143, 5847, 4646, 4174, 3928, 695, 4663, 111]",368
"[4143, 4646, 4174, 5847, 3928, 111, 2220, 3061]",368
"[4143, 4646, 5847, 4174, 3928, 3061, 111, 4663]",368
"[4143, 4646, 5847, 4174, 3928, 2220, 2530, 3061]",367
"[4143, 5847, 4646, 4174, 3928, 695, 4663, 3061]",367
"[4174, 4143, 4646, 5847, 2220, 111, 3928, 3061]",367
"[4143, 5847, 4174, 3928, 4646, 111, 2530, 3061]",366
"[4646, 4174, 5847, 4143, 695, 111, 3928, 3061]",365
"[5847, 4646, 4143, 4174, 695, 3061, 111, 3928]",364
"[5847, 4143, 4646, 111, 3928, 4174, 695, 4663]",364
"[5847, 4143, 4646, 4174, 2220, 3061, 111, 3928]",364
"[4143, 5847, 4174, 4646, 3928, 2530, 4663, 3061]",364
"[4174, 4143, 5847, 111, 4646, 2220, 4663, 3061]",362
"[4143, 5847, 4646, 4174, 3928, 3061, 111, 2220]",362
"[4143, 5847, 4174, 111, 4646, 3928, 3061, 695]",362
"[5847, 4646, 4143, 4174, 2220, 3061, 695, 3928]",362
"[4143, 4174, 4646, 5847, 3928, 3061, 111, 2530]",362
"[4143, 4174, 4646, 5847, 3928, 3061, 4663, 111]",361
"[5847, 4646, 4143, 3061, 3928, 4174, 695, 111]",361
"[4143, 5847, 4646, 4174, 111, 3061, 2220, 3928]",361
"[5847, 4646, 4143, 3928, 4174, 2530, 111, 2220]",361
"[4143, 4174, 4646, 5847, 3928, 3061, 111, 4663]",360
"[4143, 4646, 5847, 4174, 3928, 2530, 3061, 111]",360
"[5847, 4143, 4646, 4174, 3928, 2530, 3061, 695]",359
"[4143, 5847, 4646, 4174, 3928, 3061, 2220, 111]",359
"[4143, 5847, 4174, 111, 3928, 4646, 2220, 695]",359
"[5847, 4646, 4143, 111, 3928, 4174, 2530, 3061]",358
"[4143, 4174, 5847, 4646, 111, 3061, 2220, 3928]",358
"[4646, 5847, 4143, 3928, 4174, 2220, 111, 2530]",357
"[4143, 4174, 5847, 111, 3928, 4646, 2220, 2530]",357
"[4174, 4143, 5847, 4646, 111, 3061, 2220, 3928]",355
"[4646, 5847, 4143, 3928, 4174, 695, 3061, 2220]",355
"[4174, 4143, 4646, 5847, 2220, 3061, 3928, 4663]",355
"[4174, 4143, 4646, 5847, 4663, 695, 2220, 3928]",355
"[4143, 5847, 4174, 4646, 3928, 4663, 111, 3061]",355
"[5847, 4646, 4143, 4174, 3928, 3061, 111, 2530]",354
"[5847, 4646, 4143, 4174, 111, 3061, 3928, 2530]",354
"[4143, 5847, 4646, 3928, 4174, 2220, 111, 2530]",354
"[4646, 5847, 4143, 3061, 4174, 111, 3928, 695]",354
"[4174, 4143, 5847, 4646, 4663, 111, 3061, 3928]",353
"[5847, 4646, 4143, 4174, 2220, 695, 3928, 3061]",353
"[4174, 4143, 5847, 4646, 111, 4663, 695, 3928]",353
"[4143, 4646, 5847, 4174, 3928, 111, 2530, 4663]",352
"[4143, 4174, 5847, 4646, 111, 695, 3928, 3061]",352
"[4143, 4174, 4646, 5847, 3928, 4663, 3061, 695]",352
"[4143, 5847, 4646, 4174, 3928, 3061, 2220, 4663]",352
"[5847, 4646, 4143, 111, 3928, 4174, 695, 3061]",351
"[4143, 5847, 4646, 4174, 3928, 4663, 3061, 695]",351
"[4646, 5847, 4143, 3928, 2530, 4174, 3061, 695]",350
"[4143, 4174, 5847, 4646, 4663, 695, 111, 2220]",350
"[4143, 5847, 4646, 4174, 2220, 111, 3928, 3061]",349
"[4143, 4174, 5847, 3928, 4646, 3061, 111, 2530]",348
"[4143, 4174, 5847, 4646, 3928, 3061, 111, 4663]",348
"[4143, 4174, 4646, 5847, 3928, 111, 2220, 3061]",348
"[4143, 4174, 4646, 5847, 4663, 3928, 2530, 695]",348
"[4143, 4174, 5847, 111, 4646, 4663, 695, 2220]",347
"[4143, 5847, 4174, 111, 4663, 4646, 3928, 695]",347
"[4143, 5847, 4174, 4646, 3928, 3061, 695, 2530]",346
"[4143, 4174, 5847, 4646, 4663, 3928, 695, 2220]",346
"[4143, 5847, 4174, 111, 4646, 3928, 2220, 4663]",346
"[4143, 4646, 5847, 4174, 3928, 2220, 3061, 4663]",345
"[4143, 4174, 5847, 4646, 3928, 3061, 111, 2530]",345
"[4174, 4143, 5847, 4646, 3061, 111, 4663, 3928]",344
"[4143, 4174, 5847, 4646, 3928, 2530, 111, 3061]",344
"[4174, 4143, 4646, 5847, 4663, 695, 2220, 111]",343
"[5847, 4646, 4143, 3928, 4174, 3061, 2220, 111]",342
"[4143, 5847, 4646, 3928, 4174, 2220, 3061, 111]",342
"[4646, 4143, 5847, 4174, 3928, 3061, 695, 2220]",342
"[4143, 5847, 4174, 4646, 3928, 111, 4663, 2530]",339
"[5847, 4143, 4646, 3928, 2530, 4174, 111, 3061]",339
"[4174, 4143, 4646, 5847, 3061, 3928, 4663, 111]",338
"[5847, 4646, 4143, 3061, 4174, 3928, 111, 695]",338
"[5847, 4143, 4646, 4174, 3928, 3061, 2530, 695]",337
"[4646, 5847, 4143, 4174, 3928, 695, 111, 2530]",337
"[4646, 4143, 5847, 4174, 3928, 111, 3061, 2530]",336
"[5847, 4143, 4646, 4174, 2220, 3928, 3061, 695]",336
"[4143, 4174, 5847, 4646, 3928, 4663, 111, 2530]",336
"[4143, 4174, 5847, 4646, 3928, 4663, 3061, 111]",335
"[5847, 4143, 4646, 4174, 111, 695, 2220, 3928]",335
"[5847, 4646, 4143, 3061, 3928, 4174, 695, 2220]",335
"[4143, 5847, 4646, 4174, 3928, 111, 4663, 695]",335
"[5847, 4646, 4143, 3928, 4174, 695, 3061, 4663]",335
"[4143, 4174, 5847, 111, 3928, 4646, 4663, 2220]",334
"[4143, 5847, 4174, 111, 4646, 3928, 4663, 2530]",334
"[5847, 4143, 4646, 4174, 111, 695, 3061, 4663]",334
"[4143, 4174, 5847, 4646, 2220, 3928, 3061, 4663]",334
"[5847, 4646, 4143, 3928, 4174, 695, 111, 2530]",334
"[4143, 4174, 4646, 5847, 3928, 111, 2220, 4663]",334
"[4143, 4646, 4174, 5847, 4663, 3928, 695, 111]",332
"[5847, 4646, 4143, 3061, 4174, 111, 3928, 695]",332
"[4143, 5847, 4174, 4646, 3928, 111, 695, 2530]",331
"[5847, 4143, 4646, 4174, 3928, 2530, 111, 3061]",331
"[4143, 4174, 4646, 5847, 3928, 2220, 4663, 3061]",331
"[4143, 4174, 5847, 4646, 3928, 3061, 2530, 4663]",330
"[4143, 4646, 4174, 5847, 3928, 2220, 3061, 2530]",330
"[4143, 5847, 4174, 4646, 3928, 2530, 4663, 695]",329
"[4143, 4646, 5847, 4174, 3928, 2530, 4663, 695]",329
"[4646, 5847, 4174, 4143, 695, 3061, 111, 3928]",328
"[4174, 4143, 5847, 111, 4646, 4663, 2220, 3928]",328
"[4143, 4174, 5847, 4646, 3061, 4663, 3928, 695]",328
"[5847, 4143, 4646, 4174, 2220, 111, 3061, 3928]",328
"[5847, 4646, 4143, 3928, 4174, 2530, 695, 111]",326
"[5847, 4646, 4143, 4174, 3928, 695, 111, 3061]",326
"[4143, 4174, 5847, 4646, 111, 2220, 3061, 3928]",325
"[5847, 4143, 4646, 111, 4174, 3928, 2530, 695]",325
"[4143, 5847, 4174, 4646, 3928, 2530, 3061, 111]",325
"[4143, 4646, 5847, 3928, 4174, 2220, 3061, 2530]",324
"[4143, 5847, 4174, 4646, 3928, 3061, 111, 695]",324
"[4143, 4646, 5847, 4174, 3928, 4663, 2530, 3061]",324
"[4174, 4143, 4646, 5847, 4663, 695, 2220, 3061]",323
"[4143, 5847, 4646, 4174, 4663, 3928, 695, 2220]",322
"[5847, 4143, 4646, 3928, 695, 4174, 111, 3061]",320
"[4646, 5847, 4143, 4174, 3928, 3061, 111, 2530]",320
"[4143, 5847, 4174, 4646, 3928, 4663, 3061, 695]",320
"[4174, 4143, 5847, 111, 4646, 3061, 2220, 4663]",319
"[4143, 4174, 4646, 5847, 3928, 4663, 111, 2530]",319
"[5847, 4646, 4143, 4174, 3928, 695, 3061, 2530]",319
"[4143, 5847, 4174, 4646, 3928, 111, 3061, 2220]",319
"[4143, 5847, 4646, 4174, 695, 3928, 4663, 111]",318
"[4143, 5847, 4174, 4646, 3928, 2530, 111, 4663]",318
"[4646, 4143, 5847, 3928, 4174, 695, 3061, 2530]",318
"[4143, 4174, 5847, 111, 4646, 3061, 695, 3928]",318
"[4143, 5847, 4646, 4174, 3928, 2530, 2220, 111]",318
"[4174, 4143, 5847, 4646, 4663, 3061, 111, 3928]",317
"[4174, 4143, 4646, 5847, 111, 2220, 3061, 3928]",317
"[4143, 4174, 4646, 5847, 3928, 2530, 111, 4663]",317
"[4143, 5847, 4646, 4174, 3928, 2220, 4663, 3061]",316
"[4143, 5847, 4646, 4174, 2220, 3928, 3061, 695]",316
"[4174, 4143, 4646, 5847, 4663, 111, 3061, 3928]",316
"[4174, 4143, 5847, 4646, 2220, 4663, 3928, 3061]",316
"[5847, 4646, 4143, 3928, 4174, 2220, 111, 2530]",316
"[4143, 4174, 5847, 111, 4646, 4663, 3061, 3928]",315
"[4143, 4174, 5847, 4646, 4663, 3928, 3061, 695]",315
"[4646, 5847, 4143, 3928, 4174, 695, 3061, 4663]",314
"[5847, 4143, 4646, 4174, 111, 3928, 2530, 3061]",313
"[4646, 5847, 4143, 111, 3928, 4174, 695, 3061]",313
"[4143, 4174, 4646, 5847, 3928, 2220, 111, 3061]",313
"[5847, 4646, 4143, 3928, 4174, 3061, 111, 2220]",313
"[4143, 4646, 5847, 4174, 3061, 3928, 695, 2220]",313
"[4174, 4646, 4143, 5847, 695, 3061, 3928, 4663]",312
"[4174, 4143, 5847, 4646, 111, 2220, 3061, 3928]",312
"[5847, 4143, 4646, 3928, 4174, 111, 2220, 695]",312
"[5847, 4143, 4646, 3928, 4174, 2220, 2530, 3061]",311
"[4646, 5847, 4143, 4174, 3928, 2530, 3061, 111]",311
"[5847, 4646, 4143, 3928, 4174, 2530, 111, 695]",310
"[4143, 4174, 5847, 4646, 3928, 4663, 695, 111]",309
"[4143, 4174, 5847, 111, 4646, 3928, 4663, 2530]",309
"[5847, 4646, 4143, 4174, 3928, 695, 2530, 3061]",307
"[4143, 5847, 4646, 3928, 4174, 3061, 2220, 111]",307
"[5847, 4143, 4646, 4174, 695, 3061, 3928, 4663]",307
"[5847, 4646, 4143, 3061, 3928, 4174, 2220, 111]",306
"[4143, 4174, 5847, 111, 4663, 4646, 3928, 695]",306
"[4143, 5847, 4174, 4646, 3928, 4663, 3061, 2530]",304
"[5847, 4646, 4143, 4174, 695, 3928, 3061, 2220]",304
"[4174, 4143, 5847, 4646, 4663, 695, 2220, 3928]",303
"[4143, 4646, 5847, 4174, 3928, 3061, 2220, 2530]",303
"[4174, 4143, 4646, 5847, 3061, 2220, 3928, 4663]",302
"[4143, 5847, 4174, 111, 4646, 3928, 2220, 2530]",301
"[4143, 5847, 4646, 4174, 3928, 2220, 3061, 695]",301
"[4143, 5847, 4646, 4174, 3928, 695, 3061, 4663]",300
"[5847, 4646, 4143, 4174, 3928, 111, 695, 2530]",299
"[5847, 4143, 4646, 3928, 4174, 2220, 111, 695]",299
"[4143, 5847, 4646, 3928, 4174, 111, 3061, 2220]",297
"[4143, 4174, 4646, 5847, 4663, 695, 111, 3928]",297
"[4143, 4646, 5847, 4174, 3928, 2220, 111, 2530]",297
"[5847, 4646, 4143, 4174, 3061, 2220, 695, 3928]",296
"[4143, 4174, 5847, 4646, 4663, 111, 3928, 3061]",296
"[4143, 4174, 5847, 4646, 2220, 3061, 3928, 4663]",296
"[4143, 5847, 4646, 111, 3928, 2530, 4174, 3061]",296
"[4646, 5847, 4143, 4174, 3928, 111, 2220, 3061]",296
"[4143, 4174, 5847, 4646, 3928, 4663, 695, 3061]",295
"[4143, 5847, 4646, 3928, 4174, 3061, 111, 695]",295
"[5847, 4646, 4143, 4174, 695, 111, 3061, 4663]",295
"[4174, 4143, 4646, 5847, 2220, 111, 3061, 3928]",294
"[4143, 4174, 4646, 5847, 3061, 111, 3928, 4663]",294
"[5847, 4143, 4646, 4174, 3061, 2220, 111, 3928]",294
"[4143, 5847, 4646, 3928, 4174, 111, 2220, 2530]",293
"[4143, 4174, 5847, 3928, 4646, 111, 3061, 2530]",293
"[4174, 4143, 5847, 4646, 111, 4663, 3061, 695]",293
"[4143, 4174, 5847, 111, 3928, 4646, 2530, 2220]",293
"[5847, 4646, 4143, 3061, 3928, 4174, 111, 2220]",292
"[4143, 5847, 4174, 4646, 3928, 4663, 111, 695]",292
"[4143, 5847, 4646, 3928, 4174, 695, 3061, 111]",292
"[4646, 5847, 4143, 4174, 695, 3061, 111, 3928]",291
"[5847, 4646, 4143, 4174, 3928, 111, 2220, 3061]",291
"[4174, 4143, 5847, 111, 4646, 695, 3928, 3061]",290
"[4143, 5847, 4174, 111, 3928, 4646, 4663, 2220]",290
"[4143, 5847, 4646, 4174, 3928, 2220, 111, 4663]",290
"[4143, 4174, 5847, 4646, 111, 4663, 3061, 3928]",290
"[5847, 4646, 4143, 3928, 4174, 2220, 111, 695]",289
"[4143, 4646, 5847, 3928, 4174, 2530, 111, 3061]",289
"[5847, 4646, 4143, 3928, 2530, 4174, 3061, 111]",289
"[4174, 4143, 5847, 4646, 2220, 3928, 3061, 4663]",288
"[4143, 5847, 4646, 4174, 3928, 4663, 111, 3061]",288
"[4143, 4646, 5847, 3928, 4174, 111, 3061, 695]",287
"[4143, 4174, 5847, 111, 4646, 3928, 3061, 695]",287
"[4143, 5847, 4174, 4646, 3928, 111, 695, 3061]",286
"[4143, 4174, 5847, 4646, 4663, 695, 2220, 111]",286
"[4174, 4143, 4646, 5847, 4663, 695, 3061, 2220]",286
"[5847, 4646, 4143, 3928, 4174, 2220, 695, 3061]",286
"[4143, 4646, 5847, 4174, 3928, 4663, 695, 2530]",286
"[4143, 5847, 4174, 4646, 3928, 111, 2220, 4663]",285
"[4143, 5847, 4646, 4174, 3928, 3061, 695, 4663]",284
"[4646, 4143, 5847, 3928, 4174, 3061, 2530, 111]",284
"[4143, 4646, 5847, 3928, 4174, 111, 2220, 3061]",284
"[4646, 4143, 5847, 4174, 2220, 3928, 3061, 695]",284
